"ISO3","Year","Sex","Measles","measout","msl"
"ERI",2015,"F",0,NA,NA
"ERI",2016,"F",0,NA,NA
"ERI",2017,"F",0,NA,NA
"ERI",2018,"F",0,NA,NA
"ERI",2019,"F",0,NA,NA
"ERI",2020,"F",0,NA,NA
"ERI",2021,"F",0,NA,NA
"ETH",2000,"F",0,NA,NA
"ETH",2001,"F",0,NA,NA
"ETH",2002,"F",0,NA,NA
"ETH",2003,"F",0,NA,NA
"ETH",2004,"F",0,NA,NA
"ETH",2005,"F",0,NA,NA
"ETH",2006,"F",0,NA,NA
"ETH",2007,"F",0,NA,NA
"ETH",2008,"F",0,NA,NA
"ETH",2009,"F",0,NA,NA
"ETH",2010,"F",0,NA,NA
"ETH",2011,"F",0,NA,NA
"ETH",2012,"F",0,NA,NA
"ETH",2013,"F",0,NA,NA
"ETH",2014,"F",0,NA,NA
"ETH",2015,"F",0,NA,NA
"ETH",2016,"F",0,NA,NA
"ETH",2017,"F",0,NA,NA
"ETH",2018,"F",0,NA,NA
"ETH",2019,"F",0,NA,NA
"ETH",2020,"F",0,NA,NA
"ETH",2021,"F",0,NA,NA
"FJI",2000,"F",0,NA,NA
"FJI",2001,"F",0,NA,NA
"FJI",2002,"F",0,NA,NA
"FJI",2003,"F",0,NA,NA
"FJI",2004,"F",0,NA,NA
"FJI",2005,"F",0,NA,NA
"FJI",2006,"F",0,NA,NA
"FJI",2007,"F",0,NA,NA
"FJI",2008,"F",0,NA,NA
"FJI",2009,"F",0,NA,NA
"FJI",2010,"F",0,NA,NA
"FJI",2011,"F",0,NA,NA
"FJI",2012,"F",0,NA,NA
"FJI",2013,"F",0,NA,NA
"FJI",2014,"F",0,NA,NA
"FJI",2015,"F",0,NA,NA
"FJI",2016,"F",0,NA,NA
"FJI",2017,"F",0,NA,NA
"FJI",2018,"F",0,NA,NA
"FJI",2019,"F",0,NA,NA
"FJI",2020,"F",0,NA,NA
"FJI",2021,"F",0,NA,NA
"FSM",2000,"F",0,NA,NA
"FSM",2001,"F",0,NA,NA
"FSM",2002,"F",0,NA,NA
"FSM",2003,"F",0,NA,NA
"FSM",2004,"F",0,NA,NA
"FSM",2005,"F",0,NA,NA
"FSM",2006,"F",0,NA,NA
"FSM",2007,"F",0,NA,NA
"FSM",2008,"F",0,NA,NA
"FSM",2009,"F",0,NA,NA
"FSM",2010,"F",0,NA,NA
"FSM",2011,"F",0,NA,NA
"FSM",2012,"F",0,NA,NA
"FSM",2013,"F",0,NA,NA
"FSM",2014,"F",0,NA,NA
"FSM",2015,"F",0,NA,NA
"FSM",2016,"F",0,NA,NA
"FSM",2017,"F",0,NA,NA
"FSM",2018,"F",0,NA,NA
"FSM",2019,"F",0,NA,NA
"FSM",2020,"F",0,NA,NA
"FSM",2021,"F",0,NA,NA
"GAB",2000,"F",0,NA,NA
"GAB",2001,"F",0,NA,NA
"GAB",2002,"F",0,NA,NA
"GAB",2003,"F",0,NA,NA
"GAB",2004,"F",0,NA,NA
"GAB",2005,"F",0,NA,NA
"GAB",2006,"F",0,NA,NA
"GAB",2007,"F",0,NA,NA
"GAB",2008,"F",0,NA,NA
"GAB",2009,"F",0,NA,NA
"GAB",2010,"F",0,NA,NA
"GAB",2011,"F",0,NA,NA
"GAB",2012,"F",0,NA,NA
"GAB",2013,"F",0,NA,NA
"GAB",2014,"F",0,NA,NA
"GAB",2015,"F",0,NA,NA
"GAB",2016,"F",0,NA,NA
"GAB",2017,"F",0,NA,NA
"GAB",2018,"F",0,NA,NA
"GAB",2019,"F",0,NA,NA
"GAB",2020,"F",0,NA,NA
"GAB",2021,"F",0,NA,NA
"GEO",2000,"F",0,NA,NA
"GEO",2001,"F",0,NA,NA
"GEO",2002,"F",0,NA,NA
"GEO",2003,"F",0,NA,NA
"GEO",2004,"F",0,NA,NA
"GEO",2005,"F",0,NA,NA
"GEO",2006,"F",0,NA,NA
"GEO",2007,"F",0,NA,NA
"GEO",2008,"F",0,NA,NA
"GEO",2009,"F",0,NA,NA
"GEO",2010,"F",0,NA,NA
"GEO",2011,"F",0,NA,NA
"GEO",2012,"F",0,NA,NA
"GEO",2013,"F",0,NA,NA
"GEO",2014,"F",0,NA,NA
"GEO",2015,"F",0,NA,NA
"GEO",2016,"F",0,NA,NA
"GEO",2017,"F",0,NA,NA
"GEO",2018,"F",0,NA,NA
"GEO",2019,"F",0,NA,NA
"GEO",2020,"F",0,NA,NA
"GEO",2021,"F",0,NA,NA
"GHA",2000,"F",0,NA,NA
"GHA",2001,"F",0,NA,NA
"GHA",2002,"F",0,NA,NA
"GHA",2003,"F",0,NA,NA
"GHA",2004,"F",0,NA,NA
"GHA",2005,"F",0,NA,NA
"GHA",2006,"F",0,NA,NA
"GHA",2007,"F",0,NA,NA
"GHA",2008,"F",0,NA,NA
"GHA",2009,"F",0,NA,NA
"GHA",2010,"F",0,NA,NA
"GHA",2011,"F",0,NA,NA
"GHA",2012,"F",0,NA,NA
"GHA",2013,"F",0,NA,NA
"GHA",2014,"F",0,NA,NA
"GHA",2015,"F",0,NA,NA
"GHA",2016,"F",0,NA,NA
"GHA",2017,"F",0,NA,NA
"GHA",2018,"F",0,NA,NA
"GHA",2019,"F",0,NA,NA
"GHA",2020,"F",0,NA,NA
"GHA",2021,"F",0,NA,NA
"GIN",2000,"F",0,NA,NA
"GIN",2001,"F",0,NA,NA
"GIN",2002,"F",0,NA,NA
"GIN",2003,"F",0,NA,NA
"GIN",2004,"F",0,NA,NA
"GIN",2005,"F",0,NA,NA
"GIN",2006,"F",0,NA,NA
"GIN",2007,"F",0,NA,NA
"GIN",2008,"F",0,NA,NA
"GIN",2009,"F",0,NA,NA
"GIN",2010,"F",0,NA,NA
"GIN",2011,"F",0,NA,NA
"GIN",2012,"F",0,NA,NA
"GIN",2013,"F",0,NA,NA
"GIN",2014,"F",0,NA,NA
"GIN",2015,"F",0,NA,NA
"GIN",2016,"F",0,NA,NA
"GIN",2017,"F",0,NA,NA
"GIN",2018,"F",0,NA,NA
"GIN",2019,"F",0,NA,NA
"GIN",2020,"F",0,NA,NA
"GIN",2021,"F",0,NA,NA
"GMB",2000,"F",0,NA,NA
"GMB",2001,"F",0,NA,NA
"GMB",2002,"F",0,NA,NA
"GMB",2003,"F",0,NA,NA
"GMB",2004,"F",0,NA,NA
"GMB",2005,"F",0,NA,NA
"GMB",2006,"F",0,NA,NA
"GMB",2007,"F",0,NA,NA
"GMB",2008,"F",0,NA,NA
"GMB",2009,"F",0,NA,NA
"GMB",2010,"F",0,NA,NA
"GMB",2011,"F",0,NA,NA
"GMB",2012,"F",0,NA,NA
"GMB",2013,"F",0,NA,NA
"GMB",2014,"F",0,NA,NA
"GMB",2015,"F",0,NA,NA
"GMB",2016,"F",0,NA,NA
"GMB",2017,"F",0,NA,NA
"GMB",2018,"F",0,NA,NA
"GMB",2019,"F",0,NA,NA
"GMB",2020,"F",0,NA,NA
"GMB",2021,"F",0,NA,NA
"GNB",2000,"F",0,NA,NA
"GNB",2001,"F",0,NA,NA
"GNB",2002,"F",0,NA,NA
"GNB",2003,"F",0,NA,NA
"GNB",2004,"F",0,NA,NA
"GNB",2005,"F",0,NA,NA
"GNB",2006,"F",0,NA,NA
"GNB",2007,"F",0,NA,NA
"GNB",2008,"F",0,NA,NA
"GNB",2009,"F",0,NA,NA
"GNB",2010,"F",0,NA,NA
"GNB",2011,"F",0,NA,NA
"GNB",2012,"F",0,NA,NA
"GNB",2013,"F",0,NA,NA
"GNB",2014,"F",0,NA,NA
"GNB",2015,"F",0,NA,NA
"GNB",2016,"F",0,NA,NA
"GNB",2017,"F",0,NA,NA
"GNB",2018,"F",0,NA,NA
"GNB",2019,"F",0,NA,NA
"GNB",2020,"F",0,NA,NA
"GNB",2021,"F",0,NA,NA
"GNQ",2000,"F",0,NA,NA
"GNQ",2001,"F",0,NA,NA
"GNQ",2002,"F",0,NA,NA
"GNQ",2003,"F",0,NA,NA
"GNQ",2004,"F",0,NA,NA
"GNQ",2005,"F",0,NA,NA
"GNQ",2006,"F",0,NA,NA
"GNQ",2007,"F",0,NA,NA
"GNQ",2008,"F",0,NA,NA
"GNQ",2009,"F",0,NA,NA
"GNQ",2010,"F",0,NA,NA
"GNQ",2011,"F",0,NA,NA
"GNQ",2012,"F",0,NA,NA
"GNQ",2013,"F",0,NA,NA
"GNQ",2014,"F",0,NA,NA
"GNQ",2015,"F",0,NA,NA
"GNQ",2016,"F",0,NA,NA
"GNQ",2017,"F",0,NA,NA
"GNQ",2018,"F",0,NA,NA
"GNQ",2019,"F",0,NA,NA
"GNQ",2020,"F",0,NA,NA
"GNQ",2021,"F",0,NA,NA
"GTM",2000,"F",0,NA,NA
"GTM",2001,"F",0,NA,NA
"GTM",2002,"F",0,NA,NA
"GTM",2003,"F",0,NA,NA
"GTM",2004,"F",0,NA,NA
"GTM",2005,"F",0,NA,NA
"GTM",2006,"F",0,NA,NA
"GTM",2007,"F",0,NA,NA
"GTM",2008,"F",0,NA,NA
"GTM",2009,"F",0,NA,NA
"GTM",2010,"F",0,NA,NA
"GTM",2011,"F",0,NA,NA
"GTM",2012,"F",0,NA,NA
"GTM",2013,"F",0,NA,NA
"GTM",2014,"F",0,NA,NA
"GTM",2015,"F",0,NA,NA
"GTM",2016,"F",0,NA,NA
"GTM",2017,"F",0,NA,NA
"GTM",2018,"F",0,NA,NA
"GTM",2019,"F",0,NA,NA
"GTM",2020,"F",0,NA,NA
"GTM",2021,"F",0,NA,NA
"HND",2000,"F",0,NA,NA
"HND",2001,"F",0,NA,NA
"HND",2002,"F",0,NA,NA
"HND",2003,"F",0,NA,NA
"HND",2004,"F",0,NA,NA
"HND",2005,"F",0,NA,NA
"HND",2006,"F",0,NA,NA
"HND",2007,"F",0,NA,NA
"HND",2008,"F",0,NA,NA
"HND",2009,"F",0,NA,NA
"HND",2010,"F",0,NA,NA
"HND",2011,"F",0,NA,NA
"HND",2012,"F",0,NA,NA
"HND",2013,"F",0,NA,NA
"HND",2014,"F",0,NA,NA
"HND",2015,"F",0,NA,NA
"HND",2016,"F",0,NA,NA
"HND",2017,"F",0,NA,NA
"HND",2018,"F",0,NA,NA
"HND",2019,"F",0,NA,NA
"HND",2020,"F",0,NA,NA
"HND",2021,"F",0,NA,NA
"HTI",2000,"F",0,NA,NA
"HTI",2001,"F",0,NA,NA
"HTI",2002,"F",0,NA,NA
"HTI",2003,"F",0,NA,NA
"HTI",2004,"F",0,NA,NA
"HTI",2005,"F",0,NA,NA
"HTI",2006,"F",0,NA,NA
"HTI",2007,"F",0,NA,NA
"HTI",2008,"F",0,NA,NA
"HTI",2009,"F",0,NA,NA
"HTI",2010,"F",0,NA,NA
"HTI",2011,"F",0,NA,NA
"HTI",2012,"F",0,NA,NA
"HTI",2013,"F",0,NA,NA
"HTI",2014,"F",0,NA,NA
"HTI",2015,"F",0,NA,NA
"HTI",2016,"F",0,NA,NA
"HTI",2017,"F",0,NA,NA
"HTI",2018,"F",0,NA,NA
"HTI",2019,"F",0,NA,NA
"HTI",2020,"F",0,NA,NA
"HTI",2021,"F",0,NA,NA
"IDN",2000,"F",0,NA,NA
"IDN",2001,"F",0,NA,NA
"IDN",2002,"F",0,NA,NA
"IDN",2003,"F",0,NA,NA
"IDN",2004,"F",0,NA,NA
"IDN",2005,"F",0,NA,NA
"IDN",2006,"F",0,NA,NA
"IDN",2007,"F",0,NA,NA
"IDN",2008,"F",0,NA,NA
"IDN",2009,"F",0,NA,NA
"IDN",2010,"F",0,NA,NA
"IDN",2011,"F",0,NA,NA
"IDN",2012,"F",0,NA,NA
"IDN",2013,"F",0,NA,NA
"IDN",2014,"F",0,NA,NA
"IDN",2015,"F",0,NA,NA
"IDN",2016,"F",0,NA,NA
"IDN",2017,"F",0,NA,NA
"IDN",2018,"F",0,NA,NA
"IDN",2019,"F",0,NA,NA
"IDN",2020,"F",0,NA,NA
"IDN",2021,"F",0,NA,NA
"IND",2000,"F",0,NA,NA
"IND",2001,"F",0,NA,NA
"IND",2002,"F",0,NA,NA
"IND",2003,"F",0,NA,NA
"IND",2004,"F",0,NA,NA
"IND",2005,"F",0,NA,NA
"IND",2006,"F",0,NA,NA
"IND",2007,"F",0,NA,NA
"IND",2008,"F",0,NA,NA
"IND",2009,"F",0,NA,NA
"IND",2010,"F",0,NA,NA
"IND",2011,"F",0,NA,NA
"IND",2012,"F",0,NA,NA
"IND",2013,"F",0,NA,NA
"IND",2014,"F",0,NA,NA
"IND",2015,"F",0,NA,NA
"IND",2016,"F",0,NA,NA
"IND",2017,"F",0,NA,NA
"IND",2018,"F",0,NA,NA
"IND",2019,"F",0,NA,NA
"IND",2020,"F",0,NA,NA
"IND",2021,"F",0,NA,NA
"IRN",2000,"F",0,NA,NA
"IRN",2001,"F",0,NA,NA
"IRN",2002,"F",0,NA,NA
"IRN",2003,"F",0,NA,NA
"IRN",2004,"F",0,NA,NA
"IRN",2005,"F",0,NA,NA
"IRN",2006,"F",0,NA,NA
"IRN",2007,"F",0,NA,NA
"IRN",2008,"F",0,NA,NA
"IRN",2009,"F",0,NA,NA
"IRN",2010,"F",0,NA,NA
"IRN",2011,"F",0,NA,NA
"IRN",2012,"F",0,NA,NA
"IRN",2013,"F",0,NA,NA
"IRN",2014,"F",0,NA,NA
"IRN",2015,"F",0,NA,NA
"IRN",2016,"F",0,NA,NA
"IRN",2017,"F",0,NA,NA
"IRN",2018,"F",0,NA,NA
"IRN",2019,"F",0,NA,NA
"IRN",2020,"F",0,NA,NA
"IRN",2021,"F",0,NA,NA
"IRQ",2000,"F",0,NA,NA
"IRQ",2001,"F",0,NA,NA
"IRQ",2002,"F",0,NA,NA
"IRQ",2003,"F",0,NA,NA
"IRQ",2004,"F",0,NA,NA
"IRQ",2005,"F",0,NA,NA
"IRQ",2006,"F",0,NA,NA
"IRQ",2007,"F",0,NA,NA
"IRQ",2008,"F",0,NA,NA
"IRQ",2009,"F",0,NA,NA
"IRQ",2010,"F",0,NA,NA
"IRQ",2011,"F",0,NA,NA
"IRQ",2012,"F",0,NA,NA
"IRQ",2013,"F",0,NA,NA
"IRQ",2014,"F",0,NA,NA
"IRQ",2015,"F",0,NA,NA
"IRQ",2016,"F",0,NA,NA
"IRQ",2017,"F",0,NA,NA
"IRQ",2018,"F",0,NA,NA
"IRQ",2019,"F",0,NA,NA
"IRQ",2020,"F",0,NA,NA
"IRQ",2021,"F",0,NA,NA
"JAM",2000,"F",0,NA,NA
"JAM",2001,"F",0,NA,NA
"JAM",2002,"F",0,NA,NA
"JAM",2003,"F",0,NA,NA
"JAM",2004,"F",0,NA,NA
"JAM",2005,"F",0,NA,NA
"JAM",2006,"F",0,NA,NA
"JAM",2007,"F",0,NA,NA
"JAM",2008,"F",0,NA,NA
"JAM",2009,"F",0,NA,NA
"JAM",2010,"F",0,NA,NA
"JAM",2011,"F",0,NA,NA
"JAM",2012,"F",0,NA,NA
"JAM",2013,"F",0,NA,NA
"JAM",2014,"F",0,NA,NA
"JAM",2015,"F",0,NA,NA
"JAM",2016,"F",0,NA,NA
"JAM",2017,"F",0,NA,NA
"JAM",2018,"F",0,NA,NA
"JAM",2019,"F",0,NA,NA
"JAM",2020,"F",0,NA,NA
"JAM",2021,"F",0,NA,NA
"JOR",2000,"F",0,NA,NA
"JOR",2001,"F",0,NA,NA
"JOR",2002,"F",0,NA,NA
"JOR",2003,"F",0,NA,NA
"JOR",2004,"F",0,NA,NA
"JOR",2005,"F",0,NA,NA
"JOR",2006,"F",0,NA,NA
"JOR",2007,"F",0,NA,NA
"JOR",2008,"F",0,NA,NA
"JOR",2009,"F",0,NA,NA
"JOR",2010,"F",0,NA,NA
"JOR",2011,"F",0,NA,NA
"JOR",2012,"F",0,NA,NA
"JOR",2013,"F",0,NA,NA
"JOR",2014,"F",0,NA,NA
"JOR",2015,"F",0,NA,NA
"JOR",2016,"F",0,NA,NA
"JOR",2017,"F",0,NA,NA
"JOR",2018,"F",0,NA,NA
"JOR",2019,"F",0,NA,NA
"JOR",2020,"F",0,NA,NA
"JOR",2021,"F",0,NA,NA
"KAZ",2000,"F",0,NA,NA
"KAZ",2001,"F",0,NA,NA
"KAZ",2002,"F",0,NA,NA
"KAZ",2003,"F",0,NA,NA
"KAZ",2004,"F",0,NA,NA
"KAZ",2005,"F",0,NA,NA
"KAZ",2006,"F",0,NA,NA
"KAZ",2007,"F",0,NA,NA
"KAZ",2008,"F",0,NA,NA
"KAZ",2009,"F",0,NA,NA
"KAZ",2010,"F",0,NA,NA
"KAZ",2011,"F",0,NA,NA
"KAZ",2012,"F",0,NA,NA
"KAZ",2013,"F",0,NA,NA
"KAZ",2014,"F",0,NA,NA
"KAZ",2015,"F",0,NA,NA
"KAZ",2016,"F",0,NA,NA
"KAZ",2017,"F",0,NA,NA
"KAZ",2018,"F",0,NA,NA
"KAZ",2019,"F",0,NA,NA
"KAZ",2020,"F",0,NA,NA
"KAZ",2021,"F",0,NA,NA
"KEN",2000,"F",0,NA,NA
"KEN",2001,"F",0,NA,NA
"KEN",2002,"F",0,NA,NA
"KEN",2003,"F",0,NA,NA
"KEN",2004,"F",0,NA,NA
"KEN",2005,"F",0,NA,NA
"KEN",2006,"F",0,NA,NA
"KEN",2007,"F",0,NA,NA
"KEN",2008,"F",0,NA,NA
"KEN",2009,"F",0,NA,NA
"KEN",2010,"F",0,NA,NA
"KEN",2011,"F",0,NA,NA
"KEN",2012,"F",0,NA,NA
"KEN",2013,"F",0,NA,NA
"KEN",2014,"F",0,NA,NA
"KEN",2015,"F",0,NA,NA
"KEN",2016,"F",0,NA,NA
"KEN",2017,"F",0,NA,NA
"KEN",2018,"F",0,NA,NA
"KEN",2019,"F",0,NA,NA
"KEN",2020,"F",0,NA,NA
"KEN",2021,"F",0,NA,NA
"KGZ",2000,"F",0,NA,NA
"KGZ",2001,"F",0,NA,NA
"KGZ",2002,"F",0,NA,NA
"KGZ",2003,"F",0,NA,NA
"KGZ",2004,"F",0,NA,NA
"KGZ",2005,"F",0,NA,NA
"KGZ",2006,"F",0,NA,NA
"KGZ",2007,"F",0,NA,NA
"KGZ",2008,"F",0,NA,NA
"KGZ",2009,"F",0,NA,NA
"KGZ",2010,"F",0,NA,NA
"KGZ",2011,"F",0,NA,NA
"KGZ",2012,"F",0,NA,NA
"KGZ",2013,"F",0,NA,NA
"KGZ",2014,"F",0,NA,NA
"KGZ",2015,"F",0,NA,NA
"KGZ",2016,"F",0,NA,NA
"KGZ",2017,"F",0,NA,NA
"KGZ",2018,"F",0,NA,NA
"KGZ",2019,"F",0,NA,NA
"KGZ",2020,"F",0,NA,NA
"KGZ",2021,"F",0,NA,NA
"KHM",2000,"F",0,NA,NA
"KHM",2001,"F",0,NA,NA
"KHM",2002,"F",0,NA,NA
"KHM",2003,"F",0,NA,NA
"KHM",2004,"F",0,NA,NA
"KHM",2005,"F",0,NA,NA
"KHM",2006,"F",0,NA,NA
"KHM",2007,"F",0,NA,NA
"KHM",2008,"F",0,NA,NA
"KHM",2009,"F",0,NA,NA
"KHM",2010,"F",0,NA,NA
"KHM",2011,"F",0,NA,NA
"KHM",2012,"F",0,NA,NA
"KHM",2013,"F",0,NA,NA
"KHM",2014,"F",0,NA,NA
"KHM",2015,"F",0,NA,NA
"KHM",2016,"F",0,NA,NA
"KHM",2017,"F",0,NA,NA
"KHM",2018,"F",0,NA,NA
"KHM",2019,"F",0,NA,NA
"KHM",2020,"F",0,NA,NA
"KHM",2021,"F",0,NA,NA
"KIR",2000,"F",0,NA,NA
"KIR",2001,"F",0,NA,NA
"KIR",2002,"F",0,NA,NA
"KIR",2003,"F",0,NA,NA
"KIR",2004,"F",0,NA,NA
"KIR",2005,"F",0,NA,NA
"KIR",2006,"F",0,NA,NA
"KIR",2007,"F",0,NA,NA
"KIR",2008,"F",0,NA,NA
"KIR",2009,"F",0,NA,NA
"KIR",2010,"F",0,NA,NA
"KIR",2011,"F",0,NA,NA
"KIR",2012,"F",0,NA,NA
"KIR",2013,"F",0,NA,NA
"KIR",2014,"F",0,NA,NA
"KIR",2015,"F",0,NA,NA
"KIR",2016,"F",0,NA,NA
"KIR",2017,"F",0,NA,NA
"KIR",2018,"F",0,NA,NA
"KIR",2019,"F",0,NA,NA
"KIR",2020,"F",0,NA,NA
"KIR",2021,"F",0,NA,NA
"KNA",2000,"F",0,NA,NA
"KNA",2001,"F",0,NA,NA
"KNA",2002,"F",0,NA,NA
"KNA",2003,"F",0,NA,NA
"KNA",2004,"F",0,NA,NA
"KNA",2005,"F",0,NA,NA
"KNA",2006,"F",0,NA,NA
"KNA",2007,"F",0,NA,NA
"KNA",2008,"F",0,NA,NA
"KNA",2009,"F",0,NA,NA
"KNA",2010,"F",0,NA,NA
"KNA",2011,"F",0,NA,NA
"KNA",2012,"F",0,NA,NA
"KNA",2013,"F",0,NA,NA
"KNA",2014,"F",0,NA,NA
"KNA",2015,"F",0,NA,NA
"KNA",2016,"F",0,NA,NA
"KNA",2017,"F",0,NA,NA
"KNA",2018,"F",0,NA,NA
"KNA",2019,"F",0,NA,NA
"KNA",2020,"F",0,NA,NA
"KNA",2021,"F",0,NA,NA
"KWT",2000,"F",0,NA,NA
"KWT",2001,"F",0,NA,NA
"KWT",2002,"F",0,NA,NA
"KWT",2003,"F",0,NA,NA
"KWT",2004,"F",0,NA,NA
"KWT",2005,"F",0,NA,NA
"KWT",2006,"F",0,NA,NA
"KWT",2007,"F",0,NA,NA
"KWT",2008,"F",0,NA,NA
"KWT",2009,"F",0,NA,NA
"KWT",2010,"F",0,NA,NA
"KWT",2011,"F",0,NA,NA
"KWT",2012,"F",0,NA,NA
"KWT",2013,"F",0,NA,NA
"KWT",2014,"F",0,NA,NA
"KWT",2015,"F",0,NA,NA
"KWT",2016,"F",0,NA,NA
"KWT",2017,"F",0,NA,NA
"KWT",2018,"F",0,NA,NA
"KWT",2019,"F",0,NA,NA
"KWT",2020,"F",0,NA,NA
"KWT",2021,"F",0,NA,NA
"LAO",2000,"F",0,NA,NA
"LAO",2001,"F",0,NA,NA
"LAO",2002,"F",0,NA,NA
"LAO",2003,"F",0,NA,NA
"LAO",2004,"F",0,NA,NA
"LAO",2005,"F",0,NA,NA
"LAO",2006,"F",0,NA,NA
"LAO",2007,"F",0,NA,NA
"LAO",2008,"F",0,NA,NA
"LAO",2009,"F",0,NA,NA
"LAO",2010,"F",0,NA,NA
"LAO",2011,"F",0,NA,NA
"LAO",2012,"F",0,NA,NA
"LAO",2013,"F",0,NA,NA
"LAO",2014,"F",0,NA,NA
"LAO",2015,"F",0,NA,NA
"LAO",2016,"F",0,NA,NA
"LAO",2017,"F",0,NA,NA
"LAO",2018,"F",0,NA,NA
"LAO",2019,"F",0,NA,NA
"LAO",2020,"F",0,NA,NA
"LAO",2021,"F",0,NA,NA
"LBN",2000,"F",0,NA,NA
"LBN",2001,"F",0,NA,NA
"LBN",2002,"F",0,NA,NA
"LBN",2003,"F",0,NA,NA
"LBN",2004,"F",0,NA,NA
"LBN",2005,"F",0,NA,NA
"LBN",2006,"F",0,NA,NA
"LBN",2007,"F",0,NA,NA
"LBN",2008,"F",0,NA,NA
"LBN",2009,"F",0,NA,NA
"LBN",2010,"F",0,NA,NA
"LBN",2011,"F",0,NA,NA
"LBN",2012,"F",0,NA,NA
"LBN",2013,"F",0,NA,NA
"LBN",2014,"F",0,NA,NA
"LBN",2015,"F",0,NA,NA
"LBN",2016,"F",0,NA,NA
"LBN",2017,"F",0,NA,NA
"LBN",2018,"F",0,NA,NA
"LBN",2019,"F",0,NA,NA
"LBN",2020,"F",0,NA,NA
"LBN",2021,"F",0,NA,NA
"LBR",2000,"F",0,NA,NA
"LBR",2001,"F",0,NA,NA
"LBR",2002,"F",0,NA,NA
"LBR",2003,"F",0,NA,NA
"LBR",2004,"F",0,NA,NA
"LBR",2005,"F",0,NA,NA
"LBR",2006,"F",0,NA,NA
"LBR",2007,"F",0,NA,NA
"LBR",2008,"F",0,NA,NA
"LBR",2009,"F",0,NA,NA
"LBR",2010,"F",0,NA,NA
"LBR",2011,"F",0,NA,NA
"LBR",2012,"F",0,NA,NA
"LBR",2013,"F",0,NA,NA
"LBR",2014,"F",0,NA,NA
"LBR",2015,"F",0,NA,NA
"LBR",2016,"F",0,NA,NA
"LBR",2017,"F",0,NA,NA
"LBR",2018,"F",0,NA,NA
"LBR",2019,"F",0,NA,NA
"LBR",2020,"F",0,NA,NA
"LBR",2021,"F",0,NA,NA
"LBY",2000,"F",0,NA,NA
"LBY",2001,"F",0,NA,NA
"LBY",2002,"F",0,NA,NA
"LBY",2003,"F",0,NA,NA
"LBY",2004,"F",0,NA,NA
"LBY",2005,"F",0,NA,NA
"LBY",2006,"F",0,NA,NA
"LBY",2007,"F",0,NA,NA
"LBY",2008,"F",0,NA,NA
"LBY",2009,"F",0,NA,NA
"LBY",2010,"F",0,NA,NA
"LBY",2011,"F",0,NA,NA
"LBY",2012,"F",0,NA,NA
"LBY",2013,"F",0,NA,NA
"LBY",2014,"F",0,NA,NA
"LBY",2015,"F",0,NA,NA
"LBY",2016,"F",0,NA,NA
"LBY",2017,"F",0,NA,NA
"LBY",2018,"F",0,NA,NA
"LBY",2019,"F",0,NA,NA
"LBY",2020,"F",0,NA,NA
"LBY",2021,"F",0,NA,NA
"LKA",2000,"F",0,NA,NA
"LKA",2001,"F",0,NA,NA
"LKA",2002,"F",0,NA,NA
"LKA",2003,"F",0,NA,NA
"LKA",2004,"F",0,NA,NA
"LKA",2005,"F",0,NA,NA
"LKA",2006,"F",0,NA,NA
"LKA",2007,"F",0,NA,NA
"LKA",2008,"F",0,NA,NA
"LKA",2009,"F",0,NA,NA
"LKA",2010,"F",0,NA,NA
"LKA",2011,"F",0,NA,NA
"LKA",2012,"F",0,NA,NA
"LKA",2013,"F",0,NA,NA
"LKA",2014,"F",0,NA,NA
"LKA",2015,"F",0,NA,NA
"LKA",2016,"F",0,NA,NA
"LKA",2017,"F",0,NA,NA
"LKA",2018,"F",0,NA,NA
"LKA",2019,"F",0,NA,NA
"LKA",2020,"F",0,NA,NA
"LKA",2021,"F",0,NA,NA
"LSO",2000,"F",0,NA,NA
"LSO",2001,"F",0,NA,NA
"LSO",2002,"F",0,NA,NA
"LSO",2003,"F",0,NA,NA
"LSO",2004,"F",0,NA,NA
"LSO",2005,"F",0,NA,NA
"LSO",2006,"F",0,NA,NA
"LSO",2007,"F",0,NA,NA
"LSO",2008,"F",0,NA,NA
"LSO",2009,"F",0,NA,NA
